Subject,Level,Strand,Sub-strand,Description,Code
Mathematics,Year 10,Number and algebra,Algebraic techniques,"<p>Extend and apply knowledge of the expansion of binomial products to explore the factorisation of monic quadratics</p>
",WA10MNAA3
Mathematics,Year 10,Number and algebra,Algebraic techniques,"<p><strong>Year 10 optional</strong><br>
Simplify algebraic products and quotients involving indices with integer and fractional indices</p>
",WA10MNAOpt1
Mathematics,Year 10,Number and algebra,Algebraic techniques,"<p><strong>Year 10 optional</strong><br>
Establish the connection between fractional indices and surds. Perform the four operations with surds and rationalise the denominator 
if required</p>
",WA10MNAOpt2
Mathematics,Year 10,Number and algebra,Algebraic techniques,"<p><strong>Year 10 optional</strong><br>
Interpret and use base-10 logarithmic scales on graphs of real-life contexts </p>
",WA10MNAOpt3
Mathematics,Year 10,Number and algebra,Algebraic techniques,"<p><strong>Year 10 optional</strong><br>
Factorise monic and non-monic quadratic expressions using techniques, such as completing the square, perfect squares, difference of squares and grouping in pairs for four-term expressions</p>
",WA10MNAOpt4
Mathematics,Year 10,Number and algebra,Algebraic techniques,"<p><strong>Year 10 optional</strong><br>
Explore efficient strategies to simplify expressions that involve addition, subtraction, multiplication or division of algebraic fractions with an algebraic expression in the numerator and/or denominator, including the use of factorisation</p>
",WA10MNAOpt5
Mathematics,Year 10,Number and algebra,Linear and non-linear equations and inequalities,"<p>Solve one-variable linear inequalities involving brackets and/or a variable on each side. Represent the solution on a 
number line and verify the solution by substitution </p>
",WA10MNALE1
Mathematics,Year 10,Number and algebra,Linear and non-linear equations and inequalities,"<p>Determine the solution to linear simultaneous equations in the forms <math><mrow><mi>y</mi><mo>=</mo><mi>m</mi><mi>x</mi><mo>+</mo><mi>c</mi></mrow></math> or <math><mrow><mi>a</mi><mi>x</mi><mo>+</mo><mi>b</mi><mi>y</mi><mo>=</mo><mi>c</mi></mrow></math>  graphically and verify the solution by substitution</p>
",WA10MNALE2
Mathematics,Year 10,Number and algebra,Linear and non-linear equations and inequalities,"<p><strong>Year 10 optional</strong><br>
Determine the solution to linear simultaneous equations in the forms <math><mrow><mi>y</mi><mo>=</mo><mi>m</mi><mi>x</mi><mo>+</mo><mi>c</mi></mrow></math> or <math><mrow><mi>a</mi><mi>x</mi><mo>+</mo><mi>b</mi><mi>y</mi><mo>=</mo><mi>c</mi></mrow></math> algebraically and verify the solution by substitution or using digital tools</p>
",WA10MNAOpt6
Mathematics,Year 10,Number and algebra,Linear and non-linear equations and inequalities,"<p><strong>Year 10 optional</strong><br>
Identify the region on the Cartesian plane defined by linear inequalities</p>
",WA10MNAOpt7
Mathematics,Year 10,Number and algebra,Linear and non-linear equations and inequalities,"<p><strong>Year 10 optional</strong><br>
Solve monic and non-monic quadratic equations graphically and algebraically, including the use of the quadratic formula, factorising techniques and digital tools, and verify the solution/s by substitution</p>
",WA10MNAOpt8
Mathematics,Year 10,Number and algebra,Linear and non-linear equations and inequalities,"<p><strong>Year 10 optional</strong><br>
Use algebraic techniques to solve exponential equations that involve terms with related bases</p>
",WA10MNAOpt9
Mathematics,Year 10,Number and algebra,Linear and non-linear equations and inequalities,"<p><strong>Year 10 optional</strong><br>
Solve cubic equations in the form <math><mrow><mi>a</mi><mrow><msup><mi>x</mi><mn>3</mn></msup></mrow><mo>=</mo><mi>k</mi></mrow></math> or in factored form, algebraically or using digital tools</p>
",WA10MNAOpt10
Mathematics,Year 10,Number and algebra,Linear and non-linear patterns and relationships,"<p>Use a table of values to plot points and graph quadratic functions of the form <math><mrow><mi>y</mi><mo>=</mo><mi>a</mi><mrow><msup><mi>x</mi><mn>2</mn></msup></mrow><mo>+</mo><mi>c</mi></mrow></math>. Identify and relate key graphical and algebraic features and make connections to the graphical and algebraic solution/s of <math><mrow><mi>a</mi><mrow><msup><mi>x</mi><mn>2</mn></msup></mrow><mo>+</mo><mi>c</mi><mo>=</mo><mi>k</mi></mrow></math>. Use digital tools to explore the shapes, features and related solutions to more complex quadratic functions</p>
",WA10MNALP1
Mathematics,Year 10,Number and algebra,Linear and non-linear patterns and relationships,"<p>Use a table of values to plot points and graph exponential functions of the form <math><mrow><mi>y</mi><mo>=</mo><mrow><msup><mi>a</mi><mi>x</mi></msup></mrow></mrow></math>  where <math><mrow><mi>a</mi><mo>&gt;</mo><mn>0</mn></mrow></math>. Identify and relate key graphical and algebraic features and use these to determine graphical solutions of related equations. Use digital tools to explore the shapes, features and related solutions to more complex exponential functions</p>
",WA10MNALP2
Mathematics,Year 10,Number and algebra,Linear and non-linear patterns and relationships,"<p>Identify and distinguish between linear, quadratic and exponential functions represented by equations, tables of values and graphs</p>
",WA10MNALP3
Mathematics,Year 10,Number and algebra,Linear and non-linear patterns and relationships,"<p><strong>Year 10 optional</strong><br>
Use gradient and/or point/s to graphically and algebraically determine equations of parallel and perpendicular lines </p>
",WA10MNAOpt11
Mathematics,Year 10,Number and algebra,Linear and non-linear patterns and relationships,"<p><strong>Year 10 optional</strong><br>
Graph monic and non-monic quadratics of the form <math><mrow><mi>y</mi><mo>=</mo><mrow><mi>a</mi><msup><mi>x</mi><mn>2</mn></msup></mrow><mo>+</mo><mi>b</mi><mi>x</mi><mo>+</mo><mi>c</mi></mrow></math> or <math><mrow><mi>y</mi><mo>=</mo><mi>a</mi><mrow><msup><mrow><mo>(</mo><mi>x</mi><mo>−</mo><mi>p</mi><mo>)</mo></mrow><mn>2</mn></msup></mrow><mo>+</mo><mi>q</mi></mrow></math>  and their transformations, manually and using digital tools. Identify and connect key graphical and algebraic features and make connections to the algebraic solution/s</p>
",WA10MNAOpt12
Mathematics,Year 10,Number and algebra,Linear and non-linear patterns and relationships,"<p><strong>Year 10 optional</strong><br>
Explore and use strategies, including digital tools, to model the equation of a quadratic function from a table of values or graph</p>
",WA10MNAOpt13
Mathematics,Year 10,Number and algebra,Linear and non-linear patterns and relationships,"<p><strong>Year 10 optional</strong><br>
Explore, describe and interpret circles and rectangular hyperbolas where the asymptotes are parallel to the axes, and their transformations, using digital tools, and make connections between the algebraic and graphical representations</p>
",WA10MNAOpt14
Mathematics,Year 10,Number and algebra,Financial mathematics,"<p>Explore, explain and calculate income tax, including the use of tax tables </p>
",WA10MNAF1
